,Tweets,Writer
91,  jus got hom fr. tda funeral... i'm so sad! i cried so much times! much love grandpa!&lt;3 i never got to say my last &quot;goodbye&quot; to him.,Random
92,  just gonna smile...cuz it is what it is..and im not sure what more they could want..,Random
93,"  just got home, and i got to see my friend zahra whom i haven't seen since we graduated!!!  that makes me so happy.",Random
94, - longest night ever.. ugh! ,Random
95,  mi momacita won't let me go to my bf's bball game!!! grrr!!!,Random
96,  mom says i have to get a new phone immediately....off to t-mobile.  she paying....,Random
97,  my new car was stolen....by my mother who wanted to go pose at church.,Random
98,"  no hang out with the girls 2day. 2moro, hope so......",Random
99,  no movie times for sunday!  rats will have to plan tomorrow. i guess this means i have to work on those two  presentations i am doing!,Random
100,  no pavel tonight &lt;tigersfan &gt;,Random
101,  not a cool night.,Random
102,  oh thank you!,Random
103,  pleased,Random
104,  probably guna get off soon since no one is talkin no more,Random
105,  really wanted safina to pull out a win &amp; to lose like that...,Random
106,"  rip, david eddings.",Random
107,  rose and ood will be back in the xmas who special!  yay!  damn that's half a year away.,Random
108, - sannesias aww no neighbor! we need to watch mean girls ] ,Random
109,  so whats the status on next weekend,Random
110,  sorry 4462 the ex husband has overdosed on his daily dose of haterade,Random
111,  thanks for your definition of throwbie!  editors reviewed your entry and have decided to not publish it.,Random
112,"  thanks, i need all the help i can get.",Random
113, - that explains alot.,Random
114,  there's going to be a heathers sequel.  winona4ever!  they better not fuck it up.,Random
115,"  told not to drink w/my rx so just gave all the b.b. porter &amp; obs. stout that i brought home from or to my neighbors.  v, v, sad.",Random
116,  trae is so sweet! he just bought me a new baithing suit!! wove him ,Random
117,"  true, highly subjective of me there. tombre was actually my favorite character in the book. you got me  -  - rishabh",Random
118,  u guys knw whyy,Random
119,  very much so ,Random
120,  waahhh now i'm getting sad....miss hub -'(&quot;&quot;&quot;&quot;&quot;&quot;&quot;&quot;,Random
121,--  we were standing out in the pouring rain.. we were sitting on top of the world..  --   summer sucks      --,Random
122,"  went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. d why!",Random
123,  where is my picture i feel naked ,Random
124,  why aren't there any trains going to manchester on a sunday?!!  now i can't go to the  concert.,Random
125, - why must people be so picky. i mean 6 hours work and no dice!? whatï¿½s up with that! ,Random
126,  why twitter will soon become obsolete? ,Random
127,  wide awake   not!!!,Random
128,  yeah me too. its been awful weather here for the last week so that stinks. kristis comin down and moe said mmmaybe he take us for  ...,Random
129, - you hi stranger hello i am frank lampard how are you you fine you and urself stranger i am gay your... ,Random
130,  you'll always be my one and only...  [12*23*2007],Random
131, 3turnoffwords this shit sucks,Random
132, asylm j2 panel is over. guess it's back to normal life.,Random
133, poemsunder140 ....started by 1,Random
134, squarespace brighten my bad day! i never win anything...,Random
135," susan boyle didnt win! mh well, diversity was very good though! congratz!!",Random
136, twenty20,Random
137," &lt;--- that is all, and believe me.. it's enough!",Random
138, &lt;3 goooood timessss,Random
139, &lt;3 graduate 09&lt;3,Random
140," &quot; vandals paint swastikas on home of author of gay, lesbian church story  naples daily news&quot; (  )",Random
141, &quot;an unknown error occured (-4)&quot;. uh oh. iphone os 3 fail so far ,Random
142, &quot;experts (homers) predict eagles to go 12-4 and giants to go 9-7/ bs! ,Random
143, &quot;i know you hungry so lets go outside on the balcony so you can eat&quot;....,Random
144, &quot;i want you so bad it's driving me  mad&quot;,Random
145, &quot;the 10 men a uk female internet entrepreneur should know when starting and growing a business  the next women&quot; (  ...,Random
146, &quot;the truth is hiding in your eyes&quot;    paramore ï¿½ decode 502  ? ,Random
147, &quot;try to turn on my tv to get you out of my head. i've got this feeling inside that i just won't admit...&quot; (that is literally how i feel),Random
148," &quot;well, the truth is i miss you so&quot;- coldplay",Random
149, (tears) '-( today is the last day with my kids...they go on summer break at their dads tomorrow. *sighs* ,Random
150, (unsure) (annoyed) ,Random
151, (via ) are designed gallery exhibition postcards/mailers going extinct? via nyt ,Random
152, *beautifulylost,Random
153,- *cries* i'm going to miss harry potter when it comes out.  i'm leaving to vietnam on july 11th.  i'm going to cry!!,Random
154,-- *hummin* i say &quot;shut up &amp; put your money where your mouth is&quot; ...headin' out to reality. cheers twitter world! ,Random
155,-- . *sigh* you cant love someone that doesn't love you back that's like stalker status . get a divorce &amp;&amp; move on . trinity. ,Random
156," . . . . going back to bed, because i'm lookin' around and don't see a reason to be awake atm. be up in a little.",Random
157,"-- . aiqht goodniqht . tri, neena, malcolm, chaise , jlew, atl &lt;333 love much . ",Random
158,-- . triiiiiii .  ily . even if chaise doesn't . =d *dies of laughter*,Random
159, .. i wantt hiim soo badd !!,Random
160," .. watching tv , bed, shopping w. mom, out w. trent hopefully, i need my best friend",Random
161, ... had weird encounters with so many homeless/creeps on the walk home tonight all by myself   awesome... really...,Random
162, ... rained out truck race,Random
163, ... why am i feeling worse??? f!!!,Random
164, .... feeling pain and happiness at the same time. how confusing!,Random
165, ..... hot choco is the best!,Random
166, ....in a shirt and panties. celulite,Random
167, ..had to turn back to north due to body on line. so missing design council design 4 tech transfer event   ,Random
168, ..y everything is so hard? /,Random
169, .bueno good bye. good night,Random
170,  beach day with scoobs. =(  still no phone.,Random
171,"  let's have fun,. when i give ya what i give ya.",Random
172, [ i don't want to move!!!,Random
173," -d ))))))))...what an amazing night,day &amp; night again!! hi twits! i miss u guys",Random
174, @ canaveral national  seashore,Random
175, @ progressing in the production department with &quot;the uprizing&quot; thats the priority getting the head nodding beats and then we reach out,Random
